book_id,user_id,rating,status_id
1,50342,3,246675545449582_1491577434292714
1,51166,4,246675545449582_1490258864424571
1,51460,3,246675545449582_1479588818824909
1,51480,1,246675545449582_1477842952332829
1,51838,5,246675545449582_1477788442338280
1,52036,2,246675545449582_1475847732532351
1,53245,4,246675545449582_1474958169287974
2,1169,3,246675545449582_1472990009484790
2,3022,4,246675545449582_1466481810135610
2,3922,5,246675545449582_1460991780684613
2,5115,4,246675545449582_1458408214276303
2,5436,5,246675545449582_1454283141355477
2,5461,4,246675545449582_1454277441356047
2,5885,4,246675545449582_1453716178078840
2,6063,1,246675545449582_1453707518079706
2,6342,3,246675545449582_1452022754914849
2,6630,5,246675545449582_1451936094923515
2,8167,2,246675545449582_1451093285007796
2,9731,4,246675545449582_1451078198342638
2,10111,5,246675545449582_1450141395102985
2,10140,3,246675545449582_1450110585106066
2,10288,5,246675545449582_1449381378512320
2,10509,2,246675545449582_1448675405249584
2,10610,5,246675545449582_1448558785261246
2,10751,3,246675545449582_1447515715365553
2,10944,5,246675545449582_1446827718767686
2,11285,4,246675545449582_1446531832130608
2,11408,5,246675545449582_1445552635561861
2,11691,4,246675545449582_1445400822243709
2,11692,3,246675545449582_1445354408915017
2,11868,5,246675545449582_1445261388924319
2,11927,5,246675545449582_1444576748992783
2,11945,5,246675545449582_1444533065663818
2,12874,4,246675545449582_1444306942353097
2,12946,5,246675545449582_1443547965762328
2,13282,5,246675545449582_1442942755822849
2,13794,1,246675545449582_1442580062525785
2,14372,3,246675545449582_1441410912642700
2,14546,5,246675545449582_1440443499406108
2,14603,4,246675545449582_1434870273296764
2,15604,4,246675545449582_1433620366755088
2,16913,2,246675545449582_1430023863781405
2,17434,5,246675545449582_1429927933790998
2,17566,4,246675545449582_1428095953974196
2,17643,1,246675545449582_1427202707396854
2,17663,5,246675545449582_1426309230819535
2,17984,5,246675545449582_1425407187576406
2,18313,5,246675545449582_1423676417749483
2,18361,4,246675545449582_1423672414416550
2,19526,4,246675545449582_1422896067827518
2,19724,5,246675545449582_1422753927841732
2,19729,4,246675545449582_1422162634567528
2,19942,5,246675545449582_1421238677993257
2,21217,4,246675545449582_1420966601353798
2,21228,4,246675545449582_1420888391361619
2,21487,5,246675545449582_1420827441367714
2,21676,5,246675545449582_1420707958046329
2,21733,5,246675545449582_1420240374759754
2,22602,4,246675545449582_1419833428133782
2,23576,5,246675545449582_1419167851533673
2,23612,5,246675545449582_1419130778204047
2,24499,5,246675545449582_1418903018226823
2,24834,4,246675545449582_1413298985453893
2,25164,4,246675545449582_1413090338808091
2,25182,5,246675545449582_1411323222318136
2,26145,4,246675545449582_1408385109278614
2,26629,4,246675545449582_1407672699349855
2,27499,5,246675545449582_1407589059358219
2,28767,4,246675545449582_1407502582700200
2,30313,5,246675545449582_1406975012752957
2,30681,4,246675545449582_1406936809423444
2,30944,5,246675545449582_1406839432766515
2,32055,4,246675545449582_1406792459437879
2,32305,5,246675545449582_1404391233011335
2,32592,4,246675545449582_1401614789955646
2,32635,4,246675545449582_1400641396719652
2,32748,5,246675545449582_1397536097030182
2,32918,5,246675545449582_1397278180389307
2,33065,5,246675545449582_1395111113939347
2,33697,4,246675545449582_1394887663961692
2,33716,5,246675545449582_1393786207405171
2,33872,5,246675545449582_1392897467494045
2,36099,5,246675545449582_1392132690903856
2,37834,4,246675545449582_1392113310905794
2,38082,5,246675545449582_1391704667613325
2,42404,5,246675545449582_1391646507619141
2,42508,4,246675545449582_1391645867619205
2,42810,4,246675545449582_1389882727795519
2,45269,4,246675545449582_1389639647819827
2,45493,5,246675545449582_1388231731293952
2,46421,5,246675545449582_1388230471294078
2,46977,3,246675545449582_1388082824642176
2,47476,3,246675545449582_1385237634926695
2,47478,2,246675545449582_1385219348261857
2,47800,5,246675545449582_1384098221707303
2,48482,5,246675545449582_1382019818581810
2,48559,5,246675545449582_1381793938604398
2,48687,1,246675545449582_1381004085350050
2,49298,5,246675545449582_1380978478685944
2,50096,5,246675545449582_1380462345404224
2,50104,5,246675545449582_1380211685429290
2,50133,5,246675545449582_1380140728769719
2,51166,5,246675545449582_1379424162174709
2,51460,4,246675545449582_1379278652189260
2,51838,4,246675545449582_1379165728867219
2,52036,3,246675545449582_1378449768938815
2,53292,5,246675545449582_1377472849036507
3,314,3,246675545449582_1375841469199645
3,588,1,246675545449582_1375825209201271
3,2077,2,246675545449582_1374922852624840
3,2487,3,246675545449582_1373053352811790
3,2900,3,246675545449582_1373040689479723
3,3662,4,246675545449582_1372717162845409
3,4536,1,246675545449582_1372031632913962
3,5115,4,246675545449582_1371921179591674
3,5272,5,246675545449582_1371785262938599
3,5461,2,246675545449582_1370957466354712
3,5885,4,246675545449582_1370352769748515
3,6063,5,246675545449582_1367261536724305
3,6630,5,246675545449582_1367178110065981
3,6634,3,246675545449582_1366562330127559
3,7001,4,246675545449582_1365608996889559
3,9246,1,246675545449582_1365207070263085
3,9731,2,246675545449582_1365188530264939
3,9771,3,246675545449582_1361306617319797
3,10140,3,246675545449582_1361198480663944
3,10246,1,246675545449582_1360915977358861
3,10249,5,246675545449582_1360313524085773
3,10509,1,246675545449582_1360110617439397
3,10610,1,246675545449582_1360055367444922
3,10751,1,246675545449582_1359829454134180
3,10944,1,246675545449582_1359179027532556
3,11285,2,246675545449582_1356963477754111
3,11408,3,246675545449582_1354347211349071
3,11599,4,246675545449582_1351151295001996
3,11854,1,246675545449582_1350461668404292
3,11927,4,246675545449582_1347432472040545
3,12471,2,246675545449582_1346580615459064
3,12946,4,246675545449582_1343559165761209
3,13274,5,246675545449582_1342399675877158
3,13282,5,246675545449582_1342236625893463
3,13794,1,246675545449582_1342150709235388
3,14546,5,246675545449582_1332714503512342
3,15604,1,246675545449582_1332163873567405
3,16377,1,246675545449582_1332070653576727
3,16569,1,246675545449582_1331955210254938
3,16913,4,246675545449582_1331929853590807
3,17434,4,246675545449582_1331853133598479
3,17663,4,246675545449582_1331760736941052
3,18031,3,246675545449582_1331658313617961
3,18313,5,246675545449582_1330910960359363
3,19724,4,246675545449582_1329160057201120
3,19942,4,246675545449582_1328148713968921
3,19984,2,246675545449582_1325518754231917
3,20076,3,246675545449582_1320853268031799
3,20782,4,246675545449582_1319907678126358
3,20848,4,246675545449582_1319282378188888
3,21228,3,246675545449582_1319278494855943
3,21487,3,246675545449582_1319045328212593
3,21733,1,246675545449582_1318896854894107
3,22602,3,246675545449582_1318160668301059
3,23576,1,246675545449582_1317164368400689
3,23612,3,246675545449582_1317039571746502
3,24326,3,246675545449582_1316848781765581
3,24389,3,246675545449582_1315331711917288
3,25182,3,246675545449582_1315158578601268
3,25214,1,246675545449582_1315153498601776
3,26398,2,246675545449582_1315090955274697
3,26629,4,246675545449582_1314302952020164
3,28767,3,246675545449582_1314133352037124
3,29703,1,246675545449582_1312235792226880
3,30681,4,246675545449582_1306375336146259
3,32305,1,246675545449582_1298172296966563
3,32592,5,246675545449582_1297316837052109
3,32635,4,246675545449582_1289646377819155
3,32918,5,246675545449582_1288754317908361
3,33065,1,246675545449582_1287866294663830
3,33716,3,246675545449582_1286953054755154
3,36099,4,246675545449582_1286800308103762
3,36240,2,246675545449582_1285927694857690
3,37284,1,246675545449582_1283769161740210
3,37834,4,246675545449582_1303369639780162
3,37855,3,246675545449582_1280453208738472
3,38080,5,246675545449582_1279507272166399
3,38082,3,246675545449582_1278450792272047
3,38475,3,246675545449582_1278061308977662
3,42404,5,246675545449582_1276088762508250
3,43602,4,246675545449582_1276013659182427
3,43985,2,246675545449582_1274485052668621
3,46977,2,246675545449582_1272251959558597
3,47746,5,246675545449582_1270221603094966
3,48482,3,246675545449582_1270186029765190
3,48687,1,246675545449582_1269477749836018
3,49288,5,246675545449582_1269093463207780
3,49289,5,246675545449582_1265081296942330
3,49295,5,246675545449582_1264410220342771
3,49297,5,246675545449582_1263257983791328
3,49298,1,246675545449582_1263186560465137
3,50096,5,246675545449582_1263178873799239
3,50101,5,246675545449582_1263174217133038
3,50102,5,246675545449582_1262985247151935
3,50104,5,246675545449582_1262105903906536
3,50133,5,246675545449582_1262034897246970
3,51166,3,246675545449582_1260586510725142
3,51460,2,246675545449582_1259500860833707
3,52036,1,246675545449582_1256629337787526
3,53292,5,246675545449582_1255176157932844
4,439,5,246675545449582_1254118221371971
4,1169,5,246675545449582_1254116288038831
4,2324,5,246675545449582_1253313294785797
4,2487,5,246675545449582_1253204511463342
4,3739,5,246675545449582_1251371934979933
4,3922,4,246675545449582_1250654545051672
4,4606,1,246675545449582_1250548631728930
4,5115,5,246675545449582_1250132478437212
4,5436,5,246675545449582_1248887611895032
4,6342,5,246675545449582_1248175795299547
4,6630,4,246675545449582_1247680408682419
4,8167,5,246675545449582_1246920978758362
4,8178,5,246675545449582_1246913488759111
4,9246,4,246675545449582_1246883542095439
4,10140,4,246675545449582_1246498245467302
4,11285,3,246675545449582_1244826458967814
4,11691,5,246675545449582_1242543832529410
4,11692,5,246675545449582_1242501812533612
4,11868,3,246675545449582_1241445855972541
4,11945,5,246675545449582_1241037512680042
4,12381,5,246675545449582_1240323252751468
4,12874,5,246675545449582_1239409519509508
4,12946,5,246675545449582_1237408416376285
4,13034,4,246675545449582_1237407966376330
4,13776,4,246675545449582_1236222419828218
4,13794,4,246675545449582_1235278706589256
4,14192,4,246675545449582_1235186376598489
4,14207,3,246675545449582_1233650100085450
4,14546,5,246675545449582_1233223386794788
4,14603,5,246675545449582_1232468266870300
4,15604,3,246675545449582_1231639473619846
4,17228,5,246675545449582_1231490300301430
4,17643,5,246675545449582_1231328130317647
4,17663,5,246675545449582_1231287666988360
4,17984,5,246675545449582_1231287606988366
4,18031,5,246675545449582_1231280986989028
4,18313,5,246675545449582_1231257093658084
4,19526,5,246675545449582_1231242440326216
4,19724,5,246675545449582_1231206533663140
4,19729,4,246675545449582_1231206253663168
4,20406,2,246675545449582_1230590363724757
4,20467,4,246675545449582_1230583823725411
4,21217,4,246675545449582_1230346027082524
4,21228,3,246675545449582_1229012967215830
4,21487,5,246675545449582_1228848210565639
4,21676,3,246675545449582_1226281594155634
4,21733,5,246675545449582_1225558117561315
4,23576,5,246675545449582_1225220974261696
4,24326,5,246675545449582_1224187674365026
4,25164,5,246675545449582_1224030577714069
4,25182,5,246675545449582_1223199424463851
4,25840,3,246675545449582_1223157987801328
4,26579,3,246675545449582_1223077674476026
4,26629,4,246675545449582_1222413617875765
4,26661,5,246675545449582_1222412677875859
4,27499,5,246675545449582_1222237971226663
4,27834,5,246675545449582_1221151348001992
4,27934,4,246675545449582_1216734251777035
4,28767,5,246675545449582_1215880921862368
4,29123,3,246675545449582_1215763855207408
4,29703,5,246675545449582_1215755788541548
4,30283,4,246675545449582_1215755648541562
4,30313,5,246675545449582_1215751681875292
4,30681,5,246675545449582_1213633825420411
4,30944,5,246675545449582_1212815102168950
4,32305,5,246675545449582_1211991745584619
4,32338,4,246675545449582_1211406398976487
4,32592,5,246675545449582_1208615195922274
4,32745,4,246675545449582_1206677249449402
4,32748,5,246675545449582_1204775666306227
4,32918,5,246675545449582_1204766949640432
4,32923,5,246675545449582_1202681639848963
4,33065,5,246675545449582_1200635193386941
4,33697,5,246675545449582_1199699436813850
4,33716,4,246675545449582_1199487093501751
4,33872,5,246675545449582_1198739810243146
4,34688,4,246675545449582_1198573446926449
4,36099,5,246675545449582_1198444310272696
4,37284,3,246675545449582_1197655157018278
4,37834,4,246675545449582_1196791003771360
4,39423,5,246675545449582_1196036140513513
4,42404,5,246675545449582_1196034470513680
4,43985,5,246675545449582_1195868550530272
4,44243,3,246675545449582_1195835127200281
4,44397,5,246675545449582_1195826603867800
4,45269,5,246675545449582_1194979570619170
4,46482,5,246675545449582_1194152324035228
4,47411,4,246675545449582_1194152114035249
4,47730,5,246675545449582_1193948517388942
4,47800,5,246675545449582_1193370614113399
4,48482,3,246675545449582_1193100794140381
4,48559,5,246675545449582_1193098504140610
4,48687,5,246675545449582_1193082417475552
4,49298,5,246675545449582_1193081934142267
4,50102,5,246675545449582_1192627357521058
4,51460,5,246675545449582_1192593007524493
4,51838,4,246675545449582_1192139650903162
4,52036,3,246675545449582_1191470297636764
4,53245,5,246675545449582_1187218114728649
4,53292,5,246675545449582_1186387618145032
5,314,4,246675545449582_1186230391494088
5,1169,5,246675545449582_1185479421569185
5,1952,5,246675545449582_1184777364972724
5,2324,5,246675545449582_1183760258407768
5,2487,3,246675545449582_1183759621741165
5,2900,5,246675545449582_1182845348499259
5,3022,1,246675545449582_1175029279280866
5,3662,4,246675545449582_1174777059306088
5,3739,5,246675545449582_1174655055984955
5,3922,2,246675545449582_1173110559472738
5,5115,3,246675545449582_1171413546309106
5,5461,5,246675545449582_1170579266392534
5,6342,5,246675545449582_1170378916412569
5,6630,3,246675545449582_1170184399765354
5,7001,5,246675545449582_1170144596436001
5,8167,4,246675545449582_1169554633161664
5,8370,3,246675545449582_1169527336497727
5,9246,3,246675545449582_1168502879933506
5,10111,5,246675545449582_1167223483394779
5,10246,4,246675545449582_1166277320156062
5,10402,4,246675545449582_1166276610156133
5,10944,3,246675545449582_1165505946899866
5,11691,5,246675545449582_1164079123709215
5,11692,4,246675545449582_1164073297043131
5,11868,3,246675545449582_1164009767049484
5,11927,5,246675545449582_1164006150383179
5,11945,4,246675545449582_1163966020387192
5,12381,4,246675545449582_1163738290409965
5,12476,5,246675545449582_1163132137137247
5,12874,4,246675545449582_1163021547148306
5,12946,5,246675545449582_1162290423888085
5,13034,4,246675545449582_1162103183906809
5,13776,4,246675545449582_1159787837471677
5,13794,2,246675545449582_1159578674159260
5,14546,2,246675545449582_1159059407544520
5,14603,4,246675545449582_1157109567739504
5,15547,2,246675545449582_1156436197806841
5,17228,5,246675545449582_1155481771235617
5,17643,2,246675545449582_1153511178099343
5,17663,5,246675545449582_1153045071479287
5,18031,5,246675545449582_1152934644823663
5,18313,2,246675545449582_1152913828159078
5,19526,4,246675545449582_1152110821572712
5,19724,5,246675545449582_1151900288260432
5,19729,4,246675545449582_1151226804994447
5,20406,5,246675545449582_1150847395032388
5,20467,4,246675545449582_1150804555036672
5,21217,4,246675545449582_1150189498431511
5,21228,4,246675545449582_1149785171805277
5,21487,5,246675545449582_1148908718559589
5,21676,4,246675545449582_1148872305229897
5,21733,4,246675545449582_1148811685235959
5,22602,5,246675545449582_1148804495236678
5,23576,5,246675545449582_1148778498572611
5,24499,3,246675545449582_1148294565287671
5,25164,4,246675545449582_1148113975305730
5,25182,5,246675545449582_1148100295307098
5,25840,3,246675545449582_1148092638641197
5,26629,5,246675545449582_1148031001980694
5,26661,5,246675545449582_1148003018650159
5,27499,5,246675545449582_1147904175326710
5,27834,4,246675545449582_1147875258662935
5,28158,4,246675545449582_1147854628664998
5,28767,2,246675545449582_1147205385396589
5,29703,5,246675545449582_1147185192065275
5,29819,2,246675545449582_1147006065416521
5,30681,3,246675545449582_1146994878750973
5,30944,4,246675545449582_1146940198756441
5,32338,3,246675545449582_1146916275425500
5,32635,3,246675545449582_1146771785439949
5,32748,4,246675545449582_1146305782153216
5,32923,5,246675545449582_1146248778825583
5,33065,4,246675545449582_1145729508877510
5,33697,5,246675545449582_1144522998998161
5,33716,4,246675545449582_1144499455667182
5,33872,4,246675545449582_1140401796076948
5,34688,3,246675545449582_1140232509427210
5,36099,3,246675545449582_1136992979751163
5,37284,2,246675545449582_1135961669854294
5,38798,2,246675545449582_1134445683339226
5,39423,2,246675545449582_1134207113363083
5,41074,3,246675545449582_1133575740092887
5,42404,3,246675545449582_1133476640102797
5,44243,2,246675545449582_1133027370147724
5,44397,5,246675545449582_1132905676826560
5,45269,4,246675545449582_1132169446900183
5,45493,5,246675545449582_1132036880246773
5,45554,5,246675545449582_1131998556917272
5,46139,4,246675545449582_1131974173586377
5,46421,5,246675545449582_1131215043662290
5,46482,5,246675545449582_1130951013688693
5,47800,3,246675545449582_1130936990356762
5,48559,3,246675545449582_1127930780657383
5,48687,5,246675545449582_1127110904072704
5,49298,2,246675545449582_1127110410739420
5,50104,5,246675545449582_1123561147761013
5,51166,4,246675545449582_1123559867761141
5,51838,4,246675545449582_1122787121171749
5,52036,4,246675545449582_1121060898011038
5,53292,5,246675545449582_1117028825080912
6,173,5,246675545449582_1115512555232539
6,314,5,246675545449582_1110381239079004
6,725,5,246675545449582_1108612865922508
6,2077,2,246675545449582_1106131959503932
6,2171,5,246675545449582_1103306073119854
6,3662,5,246675545449582_1102277329889395
6,5379,5,246675545449582_1101125083337953
6,6016,5,246675545449582_1099887506795044
6,8440,4,246675545449582_1094491660667962
6,8612,4,246675545449582_1094485160668612
6,9195,3,246675545449582_1085847048199090
6,9246,2,246675545449582_1083923348391460
6,9722,5,246675545449582_1083918448391950
6,10727,5,246675545449582_1083917665058695
6,11599,4,246675545449582_1082633148520480
6,11691,3,246675545449582_1082251121892016
6,11927,5,246675545449582_1082248058558989
6,12476,4,246675545449582_1082247548559040
6,13282,5,246675545449582_1081853581931770
6,14222,4,246675545449582_1081800408603754
6,14285,4,246675545449582_1081602005290261
6,15318,4,246675545449582_1081526181964510
6,16569,5,246675545449582_1081469945303467
6,16913,5,246675545449582_1080427132074415
6,17329,5,246675545449582_1080424785407983
6,17405,4,246675545449582_1080032308780564
6,17984,4,246675545449582_1080023865448075
6,18031,1,246675545449582_1080019492115179
6,18179,1,246675545449582_1080018492115279
6,18199,5,246675545449582_1079829918800803
6,18316,5,246675545449582_1078953072221821
6,18361,5,246675545449582_1078874958896299
6,18550,4,246675545449582_1078833298900465
6,18798,4,246675545449582_1078275115622950
6,18957,5,246675545449582_1077385399045255
6,20076,4,246675545449582_1077383585712103
6,20782,4,246675545449582_1077325272384601
6,21228,4,246675545449582_1077201065730355
6,22212,4,246675545449582_1077094905740971
6,22534,3,246675545449582_1077067919077003
6,24326,5,246675545449582_1077056299078165
6,25030,3,246675545449582_1076957332421395
6,26146,3,246675545449582_1076888609094934
6,26244,5,246675545449582_1076634159120379
6,26398,4,246675545449582_1076345245815937
6,26942,4,246675545449582_1076338039149991
6,28158,3,246675545449582_1076173079166487
6,28831,4,246675545449582_1076155455834916
6,29031,4,246675545449582_1076155252501603
6,29644,5,246675545449582_1076122922504836
6,29689,3,246675545449582_1076108042506324
6,30601,5,246675545449582_1075572685893193
6,30879,5,246675545449582_1075429129240882
6,31001,4,246675545449582_1075237065926755
6,31305,4,246675545449582_1075235712593557
6,31760,4,246675545449582_1075112622605866
6,32419,4,246675545449582_1075110259272769
6,32635,5,246675545449582_1074708499312945
6,32923,4,246675545449582_1074394839344311
6,33119,5,246675545449582_1074303239353471
6,33147,5,246675545449582_1074241259359669
6,33207,4,246675545449582_1074163336034128
6,33872,2,246675545449582_1073903956060066
6,34531,4,246675545449582_1073569299426865
6,35259,2,246675545449582_1073422289441566
6,35982,2,246675545449582_1073300169453778
6,36664,3,246675545449582_1072987746151687
6,37035,4,246675545449582_1072885942828534
6,37041,3,246675545449582_1072357409548054
6,38687,3,246675545449582_1071980006252461
6,38851,5,246675545449582_1071923709591424
6,39720,4,246675545449582_1071564252960703
6,40167,3,246675545449582_1071413999642395
6,40251,5,246675545449582_1071357919648003
6,40490,3,246675545449582_1071143006336161
6,41318,3,246675545449582_1070850033032125
6,43985,4,246675545449582_1070595273057601
6,45493,4,246675545449582_1070581736392288
6,47490,5,246675545449582_1068848683232260
6,47746,5,246675545449582_1068693346581127
6,48687,5,246675545449582_1068510053266123
6,49138,5,246675545449582_1067847033332425
6,49382,5,246675545449582_1067041433412985
6,49830,5,246675545449582_1066827263434402
6,50096,5,246675545449582_1065086356941826
6,50101,5,246675545449582_1064407067009755
6,50102,5,246675545449582_1062454820538313
6,50104,5,246675545449582_1058898140893981
6,50133,5,246675545449582_1058892917561170
6,50610,3,246675545449582_1058783620905433
6,51065,5,246675545449582_1058108044306324
6,51166,5,246675545449582_1057021481081647
6,51480,2,246675545449582_1054887074628421
6,51762,4,246675545449582_1055088081274987
6,52036,2,246675545449582_1053183751465420
6,52469,5,246675545449582_1053079161475879
6,52583,5,246675545449582_1052246634892465
6,52740,2,246675545449582_1051254241658371
6,53145,5,246675545449582_1051128795004249
6,53292,5,246675545449582_1049434851840310
7,439,3,246675545449582_1049397171844078
7,951,5,246675545449582_1048678488582613
7,2324,5,246675545449582_1048642885252840
7,3022,3,246675545449582_1047877471996048
7,3739,5,246675545449582_1047537402030055
7,3922,5,246675545449582_1046653318785130
7,4536,3,246675545449582_1044143312369464
7,5115,4,246675545449582_1043360572447738
7,5436,5,246675545449582_1043161212467674
7,5461,5,246675545449582_1042522515864877
7,5629,3,246675545449582_1042124379238024
7,6063,4,246675545449582_1039974209453041
7,6630,5,246675545449582_1036579636459165
7,6634,4,246675545449582_1034686953315100
7,7001,3,246675545449582_1031915473592248
7,7563,4,246675545449582_1031800396937089
7,8167,3,246675545449582_1031799743603821
7,8484,4,246675545449582_1030046490445813
7,10111,4,246675545449582_1029459363837859
7,10140,4,246675545449582_1028267547290374
7,10246,4,246675545449582_1028265153957280
7,10249,5,246675545449582_1027510307366098
7,10509,2,246675545449582_1026592947457834
7,10610,4,246675545449582_1025825044201291
7,10944,5,246675545449582_1025734140877048
7,11285,3,246675545449582_1025714330879029
7,11408,2,246675545449582_1025714104212385
7,11691,4,246675545449582_1025701510880311
7,11692,4,246675545449582_1024116534372142
7,11854,5,246675545449582_1022733124510483
7,11868,1,246675545449582_1022047454579050
7,11927,5,246675545449582_1021805857936543
7,12381,5,246675545449582_1020779254705870
7,12455,1,246675545449582_1017514555032340
7,12874,4,246675545449582_1014868815296914
7,12946,5,246675545449582_1013969492053513
7,13034,4,246675545449582_1013693358747793
7,13282,1,246675545449582_1012220412228421
7,13794,3,246675545449582_1011553145628481
7,14192,5,246675545449582_1011357865648009
7,14248,5,246675545449582_1010407239076405
7,14546,3,246675545449582_1008617842588678
7,15604,3,246675545449582_1008142405969555
7,16569,5,246675545449582_1007899215993874
7,16913,3,246675545449582_1007238189393310
7,17566,4,246675545449582_1006309482819514
7,17643,3,246675545449582_1004846959632433
7,17663,4,246675545449582_1004819752968487
7,18031,5,246675545449582_1004772992973163
7,18313,5,246675545449582_1004073969709732
7,18798,3,246675545449582_1004062536377542
7,19526,5,246675545449582_1004062119710917
7,19984,5,246675545449582_1004005379716591
7,20406,5,246675545449582_1003976043052858
7,20848,5,246675545449582_1003389676444828
7,21217,4,246675545449582_1002606933189769
7,21228,5,246675545449582_1001988516584944
7,21487,4,246675545449582_1001332629983866
7,21676,5,246675545449582_1001261089991020
7,21733,2,246675545449582_1001257426658053
7,22164,4,246675545449582_1000437563406706
7,22602,4,246675545449582_998054330311696
7,23576,1,246675545449582_997947913655671
7,24499,2,246675545449582_997144537069342
7,24845,5,246675545449582_996678037115992
7,25840,3,246675545449582_996124013838061
7,26145,4,246675545449582_994814710635658
7,26629,4,246675545449582_993390200778109
7,26718,4,246675545449582_993383944112068
7,27499,5,246675545449582_993245180792611
7,28767,2,246675545449582_993199927463803
7,30944,5,246675545449582_993172597466536
7,31001,5,246675545449582_992564564194006
7,32055,3,246675545449582_992071914243271
7,32305,5,246675545449582_991877347596061
7,32592,4,246675545449582_991234830993646
7,32635,4,246675545449582_991234470993682
7,32748,5,246675545449582_989938657789930
7,33697,4,246675545449582_989420001175129
7,33872,4,246675545449582_989291211188008
7,36099,5,246675545449582_988189727964823
7,37284,4,246675545449582_988176427966153
7,37690,4,246675545449582_988175121299617
7,38798,3,246675545449582_986300324820430
7,38865,5,246675545449582_986066644843798
7,39423,3,246675545449582_985015751615554
7,40126,4,246675545449582_984932664957196
7,42508,3,246675545449582_984793924971070
7,42810,4,246675545449582_984202325030230
7,43622,2,246675545449582_982800611837068
7,45269,4,246675545449582_982394481877681
7,45493,5,246675545449582_981737658610030
7,46139,5,246675545449582_981134415337021
7,48482,3,246675545449582_981054135345049
7,48559,5,246675545449582_979885158795280
7,51460,4,246675545449582_979654548818341
7,51480,1,246675545449582_979183585532104
7,51838,5,246675545449582_979181678865628
7,52036,5,246675545449582_979104498873346
7,53292,5,246675545449582_979064858877310
8,588,3,246675545449582_976274922489637
